Name,Address,State,County,Phone,Email,Website,Category,Facility_Type,Feedstock,Latitude,Longitude,NAICS_Code,Hours,Accepts_Dropoff,Fee_Structure,Fee_Details,Offers_Payment,Payment_Details
Blue Star Recyclers,"100 Talamine Court, Colorado Springs, CO, 80907",Colorado,,(719) 597-6119,info@bluestarrecyclers.com,http://www.bluestarrecyclers.com/,Electronics Recyclers,Electronics Recycler,Electronics,38.8799873275942,-104.824060077517,562920,"Mon-Fri: 8AM-5PM, Sat: 9AM-1PM",Yes,Varies,"Some items may have fees (CRTs, large appliances)",No,
Blue Star Recyclers,"1387 Barclay Rd, Buffalo Grove, IL, 60089",Illinois,,(719) 597-6119,info@bluestarrecyclers.com,http://www.bluestarrecyclers.com/,Electronics Recyclers,Electronics Recycler,Electronics,42.1767355604921,-87.9322934094501,562920,Mon-Fri: 8AM-6PM,Yes,Varies,"Some items may have fees (CRTs, large appliances)",No,
Blue Star Recyclers,"1712 Willits Lane, Basalt, CO, 81621",Colorado,,(719) 597-6119,info@bluestarrecyclers.com,http://www.bluestarrecyclers.com/,Electronics Recyclers,Electronics Recycler,Electronics,39.372021002377,-107.077084071601,562920,Mon-Fri: 8AM-6PM,Yes,Varies,"Some items may have fees (CRTs, large appliances)",No,
Blue Star Recyclers,"6400 E. Arapaho Road, Boulder, CO, 80303",Colorado,,(719) 597-6119,info@bluestarrecyclers.com,http://www.bluestarrecyclers.com/,Electronics Recyclers,Electronics Recycler,Electronics,40.0135670136724,-105.204148034195,562920,Mon-Fri: 8AM-5PM,Yes,Varies,"Some items may have fees (CRTs, large appliances)",No,
Blue Star Recyclers,"953 Decatur Street, Denver, CO, 80204",Colorado,,(719) 597-6119,info@bluestarrecyclers.com,http://www.bluestarrecyclers.com/,Electronics Recyclers,Electronics Recycler,Electronics,39.7317160059381,-105.022590982273,562920,Mon-Fri: 8AM-6PM,Yes,Varies,"Some items may have fees (CRTs, large appliances)",No,
"Bluegrass Recycle,LLC","1815 Troy St., New Albany, IN, United States",Indiana,,,,Www.bluegrassrecycle.com,Electronics Recyclers,Electronics Recycler,Electronics,38.2896570061752,-85.7995410290544,562920,Mon-Fri: 9AM-6PM,Yes,Varies,"Some items may have fees (CRTs, large appliances)",No,
"Bluesky Solutions, LLC","2201 S. Wilmington St, Suite 100, Raleigh, NC, United States",North Carolina,,,,https://blueskysolutions.us/,Electronics Recyclers,Electronics Recycler,Electronics,35.7525220121036,-78.6400569596514,562920,Mon-Fri: 9AM-5PM,Yes,Varies,"Some items may have fees (CRTs, large appliances)",No,
"BlueSky Solutions, LLC","5019 Hovis Rd, Ste G, Charlotte, NC, United States",North Carolina,,,,www.blueskysolutions.us,Electronics Recyclers,Electronics Recycler,Electronics,35.2686999949015,-80.8996029761153,562920,Mon-Fri: 8AM-5PM,Yes,Varies,"Some items may have fees (CRTs, large appliances)",No,
Bohm Technologies,"401 Gerault Road, Flower Mound, TX, United States",Texas,,,,,Electronics Recyclers,Electronics Recycler,Electronics,32.9909010012593,-97.0466429912702,562920,Mon-Fri: 9AM-5PM,Yes,Varies,"Some items may have fees (CRTs, large appliances)",No,
Brightpoint North America L.P. dba Ingram Micro Mobility,"14500 FAA Blvd. #100, Fort Worth, TX, United States",Texas,,,,,Electronics Recyclers,Electronics Recycler,Electronics,32.8327919881943,-97.0533269723193,562920,Mon-Fri: 8AM-6PM,Yes,Varies,"Some items may have fees (CRTs, large appliances)",No,
Broadway Metal Recycling,"3330 W. Broadway Rd., Phoenix, AZ, United States",Arizona,,,,www.BroadwayMetalRecycling.com,Electronics Recyclers,Electronics Recycler,Electronics,33.4076589920595,-112.130868999348,562920,Mon-Fri: 8AM-5PM,Yes,Varies,"Some items may have fees (CRTs, large appliances)",No,
Buy Back Solutions,"304 N Meridian Ave Ste 2, Oklahoma City, OK, United States",Oklahoma,,,,www.buybacksolutions.net,Electronics Recyclers,Electronics Recycler,Electronics,35.4708430010224,-97.6006390143189,562920,Mon-Fri: 8AM-6PM,Yes,Varies,"Some items may have fees (CRTs, large appliances)",No,
"C & I Electronics Co., Inc.","424 E. Inglefield Rd., Suite 101, Evansville, IN, United States",Indiana,,,,www.candielectronics.com,Electronics Recyclers,Electronics Recycler,Electronics,38.1104639862248,-87.5563570054045,562920,Mon-Fri: 8AM-6PM,Yes,Varies,"Some items may have fees (CRTs, large appliances)",No,
Caegis Solutions LLC,"3850 Dulles South Court Unit C, Chantilly, VA, United States",Virginia,,,,www.caegissolutions.com,Electronics Recyclers,Electronics Recycler,Electronics,38.9128989907507,-77.4705480306738,562920,Mon-Fri: 8AM-5PM,Yes,Varies,"Some items may have fees (CRTs, large appliances)",No,
"Cali Resources, Inc","2310 Michael Faraday Drive, San Diego, CA, United States",California,,,,caliresources.com,Electronics Recyclers,Electronics Recycler,Electronics,32.5564729946463,-116.93268899663,562920,Mon-Fri: 8AM-6PM,Yes,Varies,"Some items may have fees (CRTs, large appliances)",No,
Calicomp Corporation DBA Auction BDI,"660 Vista Way, Milpitas, CA, United States",California,,,,www.auctionbdi.com,Electronics Recyclers,Electronics Recycler,Electronics,37.424752127169,-121.888347330664,562920,Mon-Fri: 9AM-5PM,Yes,Varies,"Some items may have fees (CRTs, large appliances)",No,
"Call2Recycle, Inc.","1000 Parkwood Circle, Suite 200, Atlanta, GA, United States",Georgia,,,,,Electronics Recyclers,Electronics Recycler,Electronics,33.9019769960559,-84.4596140107417,562920,Mon-Fri: 9AM-6PM,Yes,Varies,"Some items may have fees (CRTs, large appliances)",No,
CALPIA,"8681 Younger Creek Drive, Sacramento, CA, United States",California,,,,www.calpia.ca.gov,Electronics Recyclers,Electronics Recycler,Electronics,38.5163856430522,-121.378131006555,562920,"Mon-Fri: 9AM-5PM, Sat: 10AM-2PM",Yes,Varies,"Some items may have fees (CRTs, large appliances)",No,
Cameron Electronics,"800 Williams Street, Marlin, TX, United States",Texas,,,,www.cameronelectronics.com,Electronics Recyclers,Electronics Recycler,Electronics,31.2986318989966,-96.8993339079875,562920,"Mon-Fri: 9AM-5PM, Sat: 10AM-2PM",Yes,Varies,"Some items may have fees (CRTs, large appliances)",No,
"Canon Environmental Technologies, Inc.","6000 Industrial Drive, Gloucester, VA, United States",Virginia,,,,cvi.canon.com,Electronics Recyclers,Electronics Recycler,Electronics,37.3675950185245,-76.5338260105503,562920,Mon-Fri: 9AM-5PM,Yes,Varies,"Some items may have fees (CRTs, large appliances)",No,
"Canon Virginia, Inc.","12000 Canon Boulevard, Newport News, VA, United States",Virginia,,,,www.cvi.canon.com,Electronics Recyclers,Electronics Recycler,Electronics,37.1019179826146,-76.4722300025038,562920,Mon-Fri: 8AM-5PM,Yes,Varies,"Some items may have fees (CRTs, large appliances)",No,
Capital Area Corporate Recycling Council (CACRC),"1400 Main Street,, Baton Rouge, LA, United States",Louisiana,,,,www.cacrc.com,Electronics Recyclers,Electronics Recycler,Electronics,30.4515834434199,-91.1745924275249,562920,Mon-Fri: 8AM-5PM,Yes,Varies,"Some items may have fees (CRTs, large appliances)",No,
"Capitol Asset Recovery, Inc.","3200 Hubbard Road, Hyattsville, MD, 20785",Maryland,,(877) 247-2616,purchasing@capasset.com,http://www.capasset.com/,Electronics Recyclers,Electronics Recycler,Electronics,38.9302684315157,-76.8736146189615,562920,"Mon-Fri: 8AM-5PM, Sat: 9AM-1PM",Yes,Varies,"Some items may have fees (CRTs, large appliances)",No,
"Carrier Services Group, Inc.","2927 Mahoning Avenue NW, Warren, OH, United States",Ohio,,,,www.csgroupint.com,Electronics Recyclers,Electronics Recycler,Electronics,41.262013018719,-80.8356140185313,562920,Mon-Fri: 9AM-6PM,Yes,Varies,"Some items may have fees (CRTs, large appliances)",No,
Cartridge Evolution,"140 58th St Bldg B Unit 4E, Brooklyn, NY, United States",New York,,,,https://cartridge-evolution.com/,Electronics Recyclers,Electronics Recycler,Electronics,40.6455576096873,-74.0238575609512,562920,Mon-Fri: 9AM-5PM,Yes,Varies,"Some items may have fees (CRTs, large appliances)",No,
Cascade Asset Management,"4428 36th Street, Orlando, FL, 32811",Florida,,(608) 222-4800,info@cascade-assets.com,http://www.cascade-assets.com/,Electronics Recyclers,Electronics Recycler,Electronics,28.5019399824096,-81.434391029847,562920,Mon-Fri: 9AM-5PM,Yes,Varies,"Some items may have fees (CRTs, large appliances)",No,
Cascade Asset Management,"5125 Decatur Blvd., Suite F, Indianapolis, IN, 46241",Indiana,,(608) 222-4800,info@cascade-assets.com,http://www.cascade-assets.com/,Electronics Recyclers,Electronics Recycler,Electronics,39.6882449834087,-86.2866180326261,562920,Mon-Fri: 8AM-5PM,Yes,Varies,"Some items may have fees (CRTs, large appliances)",No,
Cascade Asset Management,"6701 Manufacturers Drive, Suites 1100 & 1104, Madison, WI , 53704",Wisconsin,,(608) 222-4800,info@cascade-assets.com,http://www.cascade-assets.com/,Electronics Recyclers,Electronics Recycler,Electronics,43.1630120208315,-89.3155279612707,562920,Mon-Fri: 8AM-5PM,Yes,Varies,"Some items may have fees (CRTs, large appliances)",No,
CDM Technologies LLC,"14335 Industrial Center Dr., Shelby Township, MI, United States",Michigan,,,,www.cdmtechllc.com,Electronics Recyclers,Electronics Recycler,Electronics,42.6660340198624,-82.9851120165479,562920,"Mon-Fri: 9AM-5PM, Sat: 10AM-2PM",Yes,Varies,"Some items may have fees (CRTs, large appliances)",No,
"CEAR, Inc.","10201 Skymaster Way, Mather, CA, United States",California,,,,,Electronics Recyclers,Electronics Recycler,Electronics,38.5590724966298,-121.311934926227,562920,"Mon-Fri: 8AM-5PM, Sat: 9AM-1PM",Yes,Varies,"Some items may have fees (CRTs, large appliances)",No,
"CEAR, Inc.","10203 Missile Way, Mather, CA, United States",California,,,,,Electronics Recyclers,Electronics Recycler,Electronics,38.5602811670678,-121.312534148485,562920,"Mon-Fri: 8AM-5PM, Sat: 9AM-1PM",Yes,Varies,"Some items may have fees (CRTs, large appliances)",No,
"CEAR, Inc.","3678 Le May St., Mather, CA, United States",California,,,,,Electronics Recyclers,Electronics Recycler,Electronics,38.564843436966,-121.305885036153,562920,Mon-Fri: 9AM-5PM,Yes,Varies,"Some items may have fees (CRTs, large appliances)",No,
Cell Deal Inc,"1002 Quentin Rd.# 3030C, Brooklyn, NY, United States",New York,,,,WHOLECELLDEALS.COM,Electronics Recyclers,Electronics Recycler,Electronics,40.6076351556032,-73.9627900319001,562920,Mon-Fri: 8AM-5PM,Yes,Varies,"Some items may have fees (CRTs, large appliances)",No,
"Cell Funds, Inc.","14429 Ventura Blvd Ste. 108, Sherman Oaks, CA, United States",California,,,,mycellfunds.com,Electronics Recyclers,Electronics Recycler,Electronics,34.1511830054927,-118.447059010364,562920,Mon-Fri: 8AM-5PM,Yes,Varies,"Some items may have fees (CRTs, large appliances)",No,
Cellify LLC,"2137 Knapp St, Brooklyn, NY, United States",New York,,,,,Electronics Recyclers,Electronics Recycler,Electronics,40.600176560972,-73.9338441351121,562920,Mon-Fri: 8AM-5PM,Yes,Varies,"Some items may have fees (CRTs, large appliances)",No,
Cellpoint Corporation,"1778 Zinetta Rd, Calexico, CA, United States",California,,,,www.cellpointcorp.com,Electronics Recyclers,Electronics Recycler,Electronics,32.683318011781,-115.38065297314,562920,Mon-Fri: 9AM-5PM,Yes,Varies,"Some items may have fees (CRTs, large appliances)",No,
Cellular Gallery Inc,"1781 Banks Rd, Margate, FL, United States",Florida,,,,,Electronics Recyclers,Electronics Recycler,Electronics,26.2526180018917,-80.1956220158355,562920,Mon-Fri: 9AM-6PM,Yes,Varies,"Some items may have fees (CRTs, large appliances)",No,
"Cellular Recycler, LLC","3131 N 75th St, Boulder, CO, United States",Colorado,,,,www.cellularrecycler.com,Electronics Recyclers,Electronics Recycler,Electronics,40.0316360080762,-105.180193979843,562920,Mon-Fri: 9AM-5PM,Yes,Varies,"Some items may have fees (CRTs, large appliances)",No,
Cellular Recycling,"23460 Industrial Park Dr, Farmington Hills, MI, United States",Michigan,,,,Cellularrecycling.com,Electronics Recyclers,Electronics Recycler,Electronics,42.462933004118,-83.4196950045505,562920,Mon-Fri: 9AM-6PM,Yes,Varies,"Some items may have fees (CRTs, large appliances)",No,
Centex Trading Group Inc.,"9365 Waples Street #D, San Diego, CA, United States",California,,,,www.centextradinggroup.com,Electronics Recyclers,Electronics Recycler,Electronics,32.9005520059264,-117.186252967076,562920,Mon-Fri: 8AM-5PM,Yes,Varies,"Some items may have fees (CRTs, large appliances)",No,
CentricsIT LLC,"2200 Norcross Parkway, Suite 280-B, Norcross, GA, United States",Georgia,,,,www.centricsit.com,Electronics Recyclers,Electronics Recycler,Electronics,33.9341959841243,-84.1850119662402,562920,"Mon-Fri: 9AM-5PM, Sat: 10AM-2PM",Yes,Varies,"Some items may have fees (CRTs, large appliances)",No,
Cenwood Telecom Inc.,"1825 Monetary Lane, Suite 108, Carrollton, TX, United States",Texas,,,,,Electronics Recyclers,Electronics Recycler,Electronics,32.9407970015615,-96.9060140181826,562920,Mon-Fri: 9AM-6PM,Yes,Varies,"Some items may have fees (CRTs, large appliances)",No,
CExchange,"2727 Realty Road, Suite 100, Carrollton, TX, United States",Texas,,,,www.cexchange.com,Electronics Recyclers,Electronics Recycler,Electronics,32.9570771352522,-96.8577438507809,562920,Mon-Fri: 9AM-6PM,Yes,Varies,"Some items may have fees (CRTs, large appliances)",No,
Chicago Phones Wholesale LLC,"400 Ravinia Pl. Suite A, Orland Park, IL, United States",Illinois,,,,,Electronics Recyclers,Electronics Recycler,Electronics,41.613331018767,-87.8565980344343,562920,Mon-Fri: 8AM-6PM,Yes,Varies,"Some items may have fees (CRTs, large appliances)",No,
Chicago Surplus Computers,"240 Cortland Ave., Lombard, IL, United States",Illinois,,,,WWW.CHICAGOSURPLUSCOMPUTERS.COM,Electronics Recyclers,Electronics Recycler,Electronics,41.9114740155225,-88.0231710095066,562920,"Mon-Fri: 8AM-5PM, Sat: 9AM-1PM",Yes,Varies,"Some items may have fees (CRTs, large appliances)",No,
"CIE International, LLC DBA C2 Management","230 First Street, Berryville, VA, United States",Virginia,,,,www.tryc2.com,Electronics Recyclers,Electronics Recycler,Electronics,39.1512270081562,-77.9708459777621,562920,"Mon-Fri: 9AM-5PM, Sat: 10AM-2PM",Yes,Varies,"Some items may have fees (CRTs, large appliances)",No,
Cinco Electronics,"2901 E. Fourth Ave. Bld 1, Suite A, Columbus, OH, United States",Ohio,,,,Cincoer.com,Electronics Recyclers,Electronics Recycler,Electronics,39.9828669940974,-82.9256930402133,562920,Mon-Fri: 9AM-5PM,Yes,Varies,"Some items may have fees (CRTs, large appliances)",No,
CIT Electronics,"752 E State Rd Ste A6, American Fork, UT, United States",Utah,,,,www.citelectronics.com,Electronics Recyclers,Electronics Recycler,Electronics,40.3711050145193,-111.777534983948,562920,Mon-Fri: 9AM-6PM,Yes,Varies,"Some items may have fees (CRTs, large appliances)",No,
Citi Zone USA Inc,"2315 NW 107th Ave., UNIT# 1-A04, Miami, FL, United States",Florida,,,,www.citizoneusa.com,Electronics Recyclers,Electronics Recycler,Electronics,25.7953715010697,-80.368858982091,562920,Mon-Fri: 9AM-5PM,Yes,Varies,"Some items may have fees (CRTs, large appliances)",No,
Clarion Recycling LLC,"1335 Valwood Ste.111-B, Carrollton, TX, United States",Texas,,,,www.clarionrecyclingllc.com,Electronics Recyclers,Electronics Recycler,Electronics,32.9383380026271,-96.9141049854989,562920,"Mon-Fri: 8AM-5PM, Sat: 9AM-1PM",Yes,Varies,"Some items may have fees (CRTs, large appliances)",No,
"Close the Loop, Inc","2053 Meridian Place, Hebron, KY, United States",Kentucky,,,,www.closetheloopusa.com,Electronics Recyclers,Electronics Recycler,Electronics,39.0886920174066,-84.7040120347887,562920,"Mon-Fri: 8AM-5PM, Sat: 9AM-1PM",Yes,Varies,"Some items may have fees (CRTs, large appliances)",No,
"Close the Loop, Inc.","2051 Meridian Place, Hebron, KY, United States",Kentucky,,,,closetheloopusa.com,Electronics Recyclers,Electronics Recycler,Electronics,39.0886920174066,-84.7040120347887,562920,"Mon-Fri: 9AM-5PM, Sat: 10AM-2PM",Yes,Varies,"Some items may have fees (CRTs, large appliances)",No,
Clover Tech Pro LLC,"21150 Coolidge Hwy, Oak Park, MI, United States",Michigan,,,,www.clovertechpro.com,Electronics Recyclers,Electronics Recycler,Electronics,42.4497729970373,-83.1804080136029,562920,Mon-Fri: 8AM-5PM,Yes,Varies,"Some items may have fees (CRTs, large appliances)",No,
Clutec Inc,"88 Cummings Park Drive, Woburn, MA, United States",Massachusetts,,,,www.clutec.com,Electronics Recyclers,Electronics Recycler,Electronics,42.4999181714837,-71.1207454750144,562920,Mon-Fri: 8AM-5PM,Yes,Varies,"Some items may have fees (CRTs, large appliances)",No,
"CMB Wireless Group, LLC DBA CWG","2580 Esters Blvd, Suite 200, Irving, TX, United States",Texas,,,,https://cwg.com/,Electronics Recyclers,Electronics Recycler,Electronics,32.9341582938385,-97.0326920773326,562920,Mon-Fri: 9AM-5PM,Yes,Varies,"Some items may have fees (CRTs, large appliances)",No,
CNE Direct Memphis,"2951 Lakeview Road, Memphis, TN, United States",Tennessee,,,,www.cnedirect.com,Electronics Recyclers,Electronics Recycler,Electronics,35.068403983055,-90.0372799812059,562920,"Mon-Fri: 8AM-5PM, Sat: 9AM-1PM",Yes,Varies,"Some items may have fees (CRTs, large appliances)",No,
"CNE Direct, Inc.","1 Technology Drive, Suite 300, Peabody, MA, United States",Massachusetts,,,,www.cnedirect.com,Electronics Recyclers,Electronics Recycler,Electronics,42.5180053769229,-70.9676542277297,562920,Mon-Fri: 9AM-6PM,Yes,Varies,"Some items may have fees (CRTs, large appliances)",No,
CoastTec,"1533 Progress Way, Suite 113, Eldersburg, MD, United States",Maryland,,,,www.coasttec.com,Electronics Recyclers,Electronics Recycler,Electronics,39.4109129949524,-76.9433229681772,562920,Mon-Fri: 9AM-6PM,Yes,Varies,"Some items may have fees (CRTs, large appliances)",No,
Cohen Electronics Inc DBA Cobalt,"3120 S. Verity Pkwy, Middletown, OH, United States",Ohio,,,,www.trustcobalt.com,Electronics Recyclers,Electronics Recycler,Electronics,39.4843450046537,-84.4114869667271,562920,Mon-Fri: 9AM-5PM,Yes,Varies,"Some items may have fees (CRTs, large appliances)",No,
Colt Recycling Southeast LLC,"1355 Highland Ave. NE, Hickory, NC, United States",North Carolina,,,,www.coltrecycling.com,Electronics Recyclers,Electronics Recycler,Electronics,35.7400199844224,-81.3116219645886,562920,"Mon-Fri: 9AM-5PM, Sat: 10AM-2PM",Yes,Varies,"Some items may have fees (CRTs, large appliances)",No,
Colt Recycling Southeast LLC,"816 13th St NE, Hickory, NC, United States",North Carolina,,,,www.coltrecycling.com,Electronics Recyclers,Electronics Recycler,Electronics,35.7401489819122,-81.3125559600594,562920,Mon-Fri: 9AM-6PM,Yes,Varies,"Some items may have fees (CRTs, large appliances)",No,
